,distance,physical_error_probability,gamma
140,7,0.007946153846153846,4.595266183657362
141,7,0.008174358974358973,5.472767474459328
142,7,0.008402564102564103,6.343969171743669
143,7,0.00863076923076923,7.207145669925019
144,7,0.00885897435897436,8.793421699745577
145,7,0.009087179487179487,10.7469102632993
146,7,0.009315384615384616,13.703448277344826
147,7,0.009543589743589743,14.865972859872642
148,7,0.009771794871794871,23.809523809523814
149,7,0.01,28.943560057887122
150,9,1e-05,1.0004502025911663
151,9,1.6681005372000593e-05,1.0007755366238282
152,9,2.782559402207126e-05,1.000838164891054
153,9,4.641588833612782e-05,1.001552225573288
154,9,7.742636826811278e-05,1.00261888813433
155,9,0.0001291549665014884,1.0039653283916161
156,9,0.00021544346900318823,1.006743412826527
157,9,0.00035938136638046257,1.0110699762802042
158,9,0.0005994842503189409,1.0181411618215586
159,9,0.001,1.0291771728503063
160,9,0.0011,1.0315486507489244
161,9,0.0013282051282051282,1.0381347763074293
162,9,0.0015564102564102566,1.0456362322862853
163,9,0.0017846153846153847,1.0523636045096838
164,9,0.002012820512820513,1.0614602157635178
165,9,0.002241025641025641,1.0700085744682766
166,9,0.0024692307692307696,1.0770732023370542
167,9,0.0026974358974358975,1.0883560808913282
168,9,0.0029256410256410254,1.0983601590593957
169,9,0.0031538461538461538,1.1149950748211337
170,9,0.003382051282051282,1.1240921847891738
171,9,0.0036102564102564105,1.144662821810529
172,9,0.003838461538461539,1.163618674706273
173,9,0.004066666666666666,1.1862398543686379
174,9,0.004294871794871795,1.2162187642195819
175,9,0.004523076923076923,1.251029029899048
176,9,0.004751282051282051,1.2845974069692667
177,9,0.00497948717948718,1.3412594437862724
178,9,0.005207692307692308,1.3912248125039626
179,9,0.005435897435897436,1.4583698537440224
180,9,0.005664102564102564,1.5467000941574969
181,9,0.005892307692307692,1.6538933640210325
182,9,0.006120512820512821,1.781347249439369
183,9,0.006348717948717949,1.9249937074527756
184,9,0.006576923076923077,2.136239832684694
185,9,0.006805128205128205,2.329135716642214
186,9,0.007033333333333333,2.6342615705216215
187,9,0.007261538461538462,2.9650434494838285
188,9,0.00748974358974359,3.473138247511697
189,9,0.007717948717948718,3.959043643970504
190,9,0.007946153846153846,4.703868122959102
191,9,0.008174358974358973,5.510050896449815
192,9,0.008402564102564103,6.832934745473182
193,9,0.00863076923076923,9.341429238673516
194,9,0.00885897435897436,10.881392818280741
195,9,0.009087179487179487,13.707964872211958
196,9,0.009315384615384616,17.277253819302494
197,9,0.009543589743589743,29.629629629629633
198,9,0.009771794871794871,33.222591362126245
199,9,0.01,51.33830627019461
