,distance,physical_error_probability,gamma
0,3,1e-05,1.0004501500483904
1,3,1.6681005372000593e-05,1.0008256229653516
2,3,2.782559402207126e-05,1.0010511036588419
3,3,4.641588833612782e-05,1.0017025887729742
4,3,7.742636826811278e-05,1.0027319935619738
5,3,0.0001291549665014884,1.0040216949283187
6,3,0.00021544346900318823,1.007414124016257
7,3,0.00035938136638046257,1.012926742366469
8,3,0.0005994842503189409,1.0213035878171357
9,3,0.001,1.0434902545520606
10,3,0.0011,1.0488738077592539
11,3,0.0013282051282051282,1.0646149137724834
12,3,0.0015564102564102566,1.0793073652236655
13,3,0.0017846153846153847,1.0987557843434304
14,3,0.002012820512820513,1.1238608634068856
15,3,0.002241025641025641,1.1417594605307424
16,3,0.0024692307692307696,1.1702113910388374
17,3,0.0026974358974358975,1.1985859914386072
18,3,0.0029256410256410254,1.2253090107791533
19,3,0.0031538461538461538,1.2513497243437164
20,3,0.003382051282051282,1.2883008400891307
21,3,0.0036102564102564105,1.3259713449178572
22,3,0.003838461538461539,1.3674008036698693
23,3,0.004066666666666666,1.4080895463303011
24,3,0.004294871794871795,1.4515906273566546
25,3,0.004523076923076923,1.5079424418549148
26,3,0.004751282051282051,1.555296799028867
27,3,0.00497948717948718,1.620766479090889
28,3,0.005207692307692308,1.6769845818514935
29,3,0.005435897435897436,1.7376151251980105
30,3,0.005664102564102564,1.8172832499456346
31,3,0.005892307692307692,1.8763258592278027
32,3,0.006120512820512821,1.9450168034790105
33,3,0.006348717948717949,2.033569149576078
34,3,0.006576923076923077,2.1393135924220648
35,3,0.006805128205128205,2.234447231909277
36,3,0.007033333333333333,2.3241662671285894
37,3,0.007261538461538462,2.409966893971495
38,3,0.00748974358974359,2.5432821195183917
39,3,0.007717948717948718,2.6712097289961267
40,3,0.007946153846153846,2.829413139360141
41,3,0.008174358974358973,2.953989805222758
42,3,0.008402564102564103,3.203135734590056
43,3,0.00863076923076923,3.3172317886778466
44,3,0.00885897435897436,3.595254876189717
45,3,0.009087179487179487,3.6403109775344813
46,3,0.009315384615384616,3.87775126837613
47,3,0.009543589743589743,4.028560760793896
48,3,0.009771794871794871,4.399569417845265
49,3,0.01,4.5162284526681375
50,5,1e-05,1.000400135044327
51,5,1.6681005372000593e-05,1.000800522824699
52,5,2.782559402207126e-05,1.001226312591662
53,5,4.641588833612782e-05,1.0016025641025639
54,5,7.742636826811278e-05,1.002054183475474
55,5,0.0001291549665014884,1.0041664155652623
56,5,0.00021544346900318823,1.0066179592657147
57,5,0.00035938136638046257,1.0100106660204147
58,5,0.0005994842503189409,1.0175764357762478
59,5,0.001,1.0321884532463101
60,5,0.0011,1.035400814659425
61,5,0.0013282051282051282,1.0435011083832433
62,5,0.0015564102564102566,1.0565412849102473
63,5,0.0017846153846153847,1.0684380733015086
64,5,0.002012820512820513,1.081303767117464
65,5,0.002241025641025641,1.1007069149260464
66,5,0.0024692307692307696,1.1154581239781303
67,5,0.0026974358974358975,1.1359823223325665
68,5,0.0029256410256410254,1.1605754106452866
69,5,0.0031538461538461538,1.1888831942301752
70,5,0.003382051282051282,1.2212256316638843
71,5,0.0036102564102564105,1.2567145814949459
72,5,0.003838461538461539,1.2973285918915167
73,5,0.004066666666666666,1.345117296798064
74,5,0.004294871794871795,1.3885153392851035
75,5,0.004523076923076923,1.4414104675324353
76,5,0.004751282051282051,1.5227989667796078
77,5,0.00497948717948718,1.5845457781881591
78,5,0.005207692307692308,1.669932500377962
79,5,0.005435897435897436,1.7635815148874154
80,5,0.005664102564102564,1.856087016065509
81,5,0.005892307692307692,1.9942649952146367
82,5,0.006120512820512821,2.1184546675966724
83,5,0.006348717948717949,2.298981569182836
84,5,0.006576923076923077,2.437392677425899
85,5,0.006805128205128205,2.640598816445636
86,5,0.007033333333333333,2.8779177601747286
87,5,0.007261538461538462,3.1262698024807647
88,5,0.00748974358974359,3.4416121400390094
89,5,0.007717948717948718,3.776346992838662
90,5,0.007946153846153846,4.11260327636617
91,5,0.008174358974358973,4.694058045976956
92,5,0.008402564102564103,4.993306312243463
93,5,0.00863076923076923,5.685492271767885
94,5,0.00885897435897436,6.237572626194519
95,5,0.009087179487179487,7.296607077708866
96,5,0.009315384615384616,7.860167607022207
97,5,0.009543589743589743,8.69036491703419
98,5,0.009771794871794871,10.227863197571157
99,5,0.01,12.232512224995737
