,distance,physical_error_probability,gamma
0,3,1e-05,1.0037341144433505
1,3,1.6681005372000593e-05,1.003966116190945
2,3,2.782559402207126e-05,1.0050478924472253
3,3,4.641588833612782e-05,1.005926031654443
4,3,7.742636826811278e-05,1.0085851045858012
5,3,0.0001291549665014884,1.0185362165590819
6,3,0.00021544346900318823,1.0212169017473722
7,3,0.00035938136638046257,1.0413046839636009
8,3,0.0005994842503189409,1.0590621578634676
9,3,0.001,1.1209730024101598
10,3,0.0011,1.1345603575562515
11,3,0.0014564102564102565,1.1838872939296183
12,3,0.0018128205128205128,1.2462058094590684
13,3,0.002169230769230769,1.3040198929399804
14,3,0.0025256410256410257,1.3735757878091244
15,3,0.002882051282051282,1.4812148628061765
16,3,0.003238461538461538,1.5696498778223775
17,3,0.0035948717948717946,1.6786051755160898
18,3,0.003951282051282051,1.8096394609677282
19,3,0.0043076923076923075,1.8417553138736347
20,3,0.004664102564102564,2.0959801720275726
21,3,0.00502051282051282,2.19286762657695
22,3,0.005376923076923077,2.385000286277612
23,3,0.005733333333333333,2.5554243017947167
24,3,0.00608974358974359,2.7804942149604677
25,3,0.006446153846153846,2.9881229582716093
26,3,0.006802564102564103,3.473350772349624
27,3,0.007158974358974359,3.814856271336458
28,3,0.007515384615384616,3.859968078063994
29,3,0.007871794871794872,5.194784955383291
30,3,0.008228205128205128,4.855800921873804
31,3,0.008584615384615385,4.896390835119233
32,3,0.00894102564102564,5.862635518484156
33,3,0.009297435897435898,7.50495796285421
34,3,0.009653846153846153,9.344353440824547
35,3,0.01001025641025641,8.895689149038375
36,3,0.010366666666666666,9.017335828129578
37,3,0.010723076923076924,12.376467384914324
38,3,0.01107948717948718,10.40563777454625
39,3,0.011435897435897437,12.958865321752427
40,3,0.011792307692307692,13.298507119172317
41,3,0.01214871794871795,12.420749769287475
42,3,0.012505128205128205,240.31240612796637
43,3,0.01286153846153846,24.61841457410143
44,3,0.013217948717948718,36.93939350117945
45,3,0.013574358974358974,77.61263533703286
46,3,0.013930769230769231,81.06848260067692
47,3,0.014287179487179487,34.38346155499205
48,3,0.014643589743589744,119.63511290563778
49,3,0.015,36.03761183799419
